id,name,,parent_id,icon,created_at,updated_at
978,Calculus,calculus,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
979,Differential Equations,differential-equations,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
980,Discrete Mathematics,discrete-mathematics,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
981,Engineering,engineering,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
982,Excel Formulas,excel-formulas,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
983,Geometry,geometry,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
984,Linear Algebra,linear-algebra,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
985,Linguistics,linguistics,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
986,Logic,logic,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
987,Mathematical Modeling,mathematical-modeling,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
988,Matrix Math,matrix-math,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
989,Philosophy,philosophy,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
990,Pre Algebra,pre-algebra,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
991,Pre Calculus,pre-calculus,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
992,Probability,probability,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
993,Statistics,statistics,976,,2026-05-15 08:15:35,2026-05-15 08:15:35
994,Medicine,medicine,,,2026-05-15 08:15:35,2026-05-15 08:15:35
995,Anatomy,anatomy,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
996,Behavioral Science,behavioral-science,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
997,Biomedical Engineering,biomedical-engineering,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
998,Biomedical Imaging,biomedical-imaging,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
999,Biomedical Sciences,biomedical-sciences,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1000,Cannabis,cannabis,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1001,Cellular Biology,cellular-biology,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1002,Coronavirus,coronavirus,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1003,Dentistry,dentistry,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1004,Diabetes,diabetes,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1005,Dna,dna,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1006,Epidemics,epidemics,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1007,Genetics,genetics,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1008,Health Informatics,health-informatics,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1009,Human Behavior,human-behavior,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1010,Human Biology,human-biology,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1011,Microbiology,microbiology,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1012,Microscopy,microscopy,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1013,Nervous System,nervous-system,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1014,Nursing,nursing,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1015,Nutrition,nutrition,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1016,Public Health,public-health,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1017,Surgery,surgery,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1018,Viruses,viruses,994,,2026-05-15 08:15:35,2026-05-15 08:15:35
1019,Nutrition,nutrition,,,2026-05-15 08:15:35,2026-05-15 08:15:35
1020,Beer,beer,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1021,Cellular Biology,cellular-biology,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1022,Continuing Medical Education,continuing-medical-education,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1023,Cooking,cooking,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1024,Diabetes,diabetes,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1025,Disease,disease,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1026,Dna,dna,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1027,Drugs,drugs,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1028,Food Safety,food-safety,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1029,Food Science,food-science,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1030,Medicine,medicine,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1031,Opioid Crisis,opioid-crisis,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1032,Parenting,parenting,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1033,Safety,safety,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1034,Wine,wine,1019,,2026-05-15 08:15:35,2026-05-15 08:15:35
1035,Physics,physics,,,2026-05-15 08:15:35,2026-05-15 08:15:35
1036,Architecture,architecture,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1037,Astrophysics,astrophysics,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1038,Dynamics,dynamics,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1039,Earth Sciences,earth-sciences,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1040,Global Warming,global-warming,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1041,Magnetism,magnetism,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1042,Mathematical Modeling,mathematical-modeling,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1043,Mechanics,mechanics,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1044,Natural Sciences,natural-sciences,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1045,Nature,nature,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1046,Nuclear Physics,nuclear-physics,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1047,Oceanography,oceanography,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1048,Optics,optics,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1049,Physical Chemistry,physical-chemistry,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1050,Planets,planets,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1051,Quantum Computing,quantum-computing,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1052,Quantum Detection,quantum-detection,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1053,Renewable Energy,renewable-energy,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1054,Spectroscopy,spectroscopy,1035,,2026-05-15 08:15:35,2026-05-15 08:15:35
1055,Science,science,,,2026-05-15 08:15:35,2026-05-15 08:15:35
1056,Biology,biology,1055,,2026-05-15 08:15:35,2026-05-15 08:15:35
1057,Chemistry,chemistry,1055,,2026-05-15 08:15:35,2026-05-15 08:15:35
1058,Cognitive Science,cognitive-science,1055,,2026-05-15 08:15:35,2026-05-15 08:15:35
1059,Environmental Science,environmental-science,1055,,2026-05-15 08:15:35,2026-05-15 08:15:35
1060,Natural Sciences,natural-sciences,1055,,2026-05-15 08:15:35,2026-05-15 08:15:35
1061,Nuclear Physics,nuclear-physics,1055,,2026-05-15 08:15:35,2026-05-15 08:15:35
1062,Oceanography,oceanography,1055,,2026-05-15 08:15:35,2026-05-15 08:15:35
1063,Organic Chemistry,organic-chemistry,1055,,2026-05-15 08:15:35,2026-05-15 08:15:35
1064,Renewable Energy,renewable-energy,1055,,2026-05-15 08:15:35,2026-05-15 08:15:35
1065,Solar Energy,solar-energy,1055,,2026-05-15 08:15:35,2026-05-15 08:15:35
1066,Space,space,1055,,2026-05-15 08:15:35,2026-05-15 08:15:35
1067,Social Science,social-science,,,2026-05-15 08:15:35,2026-05-15 08:15:35
1068,Abnormal Psychology,abnormal-psychology,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1069,Area Studies,area-studies,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1070,Behavioral Psychology,behavioral-psychology,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1071,Capitalism,capitalism,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1072,Child Development,child-development,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1073,Counterterrorism,counterterrorism,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1074,Current Events,current-events,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1075,Democracy,democracy,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1076,Education,education,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1077,Foreign Policy,foreign-policy,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1078,Gender Studies,gender-studies,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1079,Government,government,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1080,Happiness,happiness,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1081,Human Psychology,human-psychology,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1082,Human Rights,human-rights,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1083,Humanitarianism,humanitarianism,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1084,Immigration,immigration,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1085,Inequality,inequality,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1086,Media,media,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1087,Political Debate,political-debate,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1088,Political Economy,political-economy,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1089,Political Science,political-science,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1090,Politics,politics,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1091,Popular Culture,popular-culture,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1092,Psychology,psychology,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1093,Public Policy,public-policy,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1094,Race And Racism,race-and-racism,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1095,Social Justice,social-justice,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1096,Sociology,sociology,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
1097,Womens Rights,womens-rights,1067,,2026-05-15 08:15:35,2026-05-15 08:15:35
